zip,population,density
05039,1129,9.7
05040,634,17.1
05041,486,23.2
05042,530,9.8
05043,1009,44.5
05045,1889,13.1
05046,1137,7.4
05048,2912,34.1
05050,158,130.6
05051,1565,12.4
05052,156,52.1
05053,472,14.7
05055,3219,31.5
05056,418,5.1
05058,266,32.6
05059,404,63.8
05060,4495,24.5
05061,1447,25
05062,694,6.4
05065,967,12.8
05067,191,6.1
05068,3192,23.4
05069,548,17.8
05070,526,13.7
05071,89,6.5
05072,480,7.8
05075,1032,16.8
05076,403,5.5
05077,1179,11.1
05079,681,7.7
05081,536,22.8
05083,288,80.9
05084,266,22.8
05086,699,12.5
05089,4552,46.7
05091,3391,18.9
05101,4401,52.1
05141,141,43.8
05142,741,9.8
05143,4390,17.7
05146,680,6.5
05148,941,16.3
05149,2090,18.3
05150,702,134.1
05151,1542,21.5
05152,355,4.2
05153,606,21.1
05154,519,96.3
05155,871,7.7
05156,9112,59
05158,1041,35.3
05161,588,6.2
05201,14197,61.6
05250,3605,14.4
05251,1440,14.9
05252,250,2.7
05253,481,20.1
05254,251,52.3
05255,4022,40.4
05257,2818,82.6
05260,525,18.4
05261,2522,32.9
05262,2308,12.9
05301,16341,43.3
05340,602,6.8
05341,388,12
05342,591,14.7
05343,791,7.9
05345,2383,16.3
05346,5111,29.1
05350,684,8.1
05352,964,8.1
05353,889,11.3
05354,2303,43.8
05355,659,11.5
05356,864,12.5
05358,180,4.6
05359,488,7.8
05360,188,2
05361,1169,12
05362,55,18.5
05363,1644,12.2
05401,28913,1837.3
05403,18695,414.2
05404,7232,1954.5
05405,4327,7307.5
05408,9512,925.3
05439,1484,3718.7
05440,1707,26.5
05441,906,11.6
05442,379,4.1
05443,6930,22.7
05444,1685,32.7
05445,3839,35.1
05446,15892,161.9
05447,77,100
05448,941,10.8
05450,5136,16.2
05452,21444,183.2
05454,5051,36.2
05455,1021,12.5
05456,1190,20.6
05457,1592,16.2
05458,2193,48.2
05459,1737,32.5
05461,4633,42.7
05462,1864,19.7
05463,443,23.1
05464,3306,17.9
05465,5414,47.5
05468,13694,78.2
05471,709,6.7
05472,1675,16.1
05473,1414,28.9
05474,956,23
05476,3182,19.3
05477,4504,36.6
05478,14802,92.2
05481,0,0
05482,7799,113.5
05483,1512,24.6
05485,110,351.6
05486,1666,42.8
05487,1672,12.9
05488,8239,45.8
05489,3290,23.1
05491,5803,26.5
05492,707,16
05494,1823,19.9
05495,10148,107.5
05602,11785,56.7
05640,121,16.7
05641,16382,122.6
05647,1024,15
05648,439,18.3
05649,356,14.2
05650,1213,18.4
05651,1420,34.7
05652,745,9.6
05653,466,6.6
05654,1023,129.5
05655,2932,32.6
05656,3587,29
05657,81,154
05658,1518,14.5
05660,1716,16.1
05661,5832,32.8
05663,6597,47.7
05664,175,1855.1
05667,2200,18.4
05669,675,5.8
05672,4436,22.9
05673,2525,18.1
05674,1613,16.5
05675,1136,10.3
05676,4862,19
05677,2328,56
05678,263,89
05679,3388,32
05680,2277,12.6
05681,405,6.9
05682,1226,10.5
05701,20031,137.9
05730,279,8.4
05732,792,27.8
05733,5933,19.9
05734,1407,11.4
05735,4211,39.7
05736,542,44.1
05737,922,5.3
05738,1197,8.3
05739,1423,9.9
05740,22,346.6
05742,626,9
05743,3862,16.9
05744,636,9.3
05747,323,2.1
05748,323,3.3
05751,726,6.7
05753,10444,47.8
05757,845,13.1
05758,640,10
05759,1692,39.2
05760,1196,11.1
05761,844,10.1
05762,367,10.5
05763,2652,36.9
05764,3333,30.9
05765,1696,88.1
05766,533,4.8
05767,1105,7.7
05769,1115,15.3
05770,943,10.6
05772,692,6
05773,2255,11.7
05774,1035,19.6
05775,545,19
05776,716,6.2
05777,3436,27.4
05778,602,11.4
05819,9145,40.1
05820,543,10.6
05821,1070,14.1
05822,1567,18.7
05824,1220,8.5
05825,75,29
05826,960,12.1
05827,365,8.1
05828,2041,13.9
05829,1631,30.3
05830,1415,18.5
05832,879,12.9
05833,302,7.3
05836,1111,14.4
05837,337,3
05839,767,12.4
05841,379,5.7
05842,567,11.1
05843,2484,27.3
05845,1319,10.1
05846,1123,8.7
05847,754,6.1
05850,306,220
05851,6491,31.6
05853,512,9.2
05855,7147,49.7
05857,2357,14.4
05858,431,1.8
05859,1730,12.6
05860,2584,13
05862,237,5
05866,695,8.7
05867,885,9.6
05868,334,10
05871,1509,13.4
05872,815,12.6
05873,643,8.8
05874,541,5.3
05875,466,10.4
05901,14,0.2
05902,204,67.9
05903,904,5
05904,255,180.5
05905,711,1.7
05906,1256,9.4
05907,142,0.6
06001,18532,304.5
06002,20952,303.5
06010,60308,884.1
06013,9607,121.2
06016,6900,160.3
06018,2885,93
06019,10211,170.4
06020,0,0
06021,325,21.5
06022,95,38.8
06023,1247,546.1
06024,402,31.4
06026,5256,117.3
06027,1405,36.6
06029,15988,177.6
06031,1476,12.9
06032,17624,300.7
06033,29026,323.4
06035,7525,188.9
06037,19272,282.3
06039,2028,35.7
06040,34602,803.3
06042,23353,848.8
06043,4928,133.6
06051,30220,2882.7
06052,7859,1189.3
06053,34772,1680.9
06057,6371,71
06058,1536,13.6
06059,0,0
06060,2949,82.6
06061,104,510.9
06062,17720,783
06063,3160,42.9
06065,797,35.4
06066,29210,637.1
06067,20137,565.2
06068,1396,20
06069,2411,19.5
06070,15689,266.5
06071,11289,155.3
06073,5515,129
06074,25823,353.8
06076,12577,57.1
06078,12540,187.6
06081,1414,776.4
06082,44455,517.5
06084,14766,145.9
06085,7548,587.3
06088,4479,169.4
06089,3156,404.9
06090,857,35.1
06091,122,4.9
06092,4322,188
06093,3122,76.6
06095,28948,379.3
06096,12613,502.7
06098,12374,84.8
06103,1861,1157.7
06105,19373,3186.2
06106,37819,3645.3
06107,18914,1111.8
06108,24672,1156.2
06109,26267,837
06110,12658,1464.3
06111,30323,898
06112,21100,3241.4
06114,28691,2622.2
06117,16165,671
06118,25818,1051
06119,15715,2927.9
06120,14534,1398.6
06160,0,0
06226,19870,1069.3
06231,3952,99.4
06232,3223,82.4
06234,8269,103.8
06235,2309,45.2
06237,5447,98.3
06238,12396,128.4
06239,11406,189.6
06241,6206,93.6
06242,1308,20.9
06243,131,66.4
06247,2705,32.2
06248,5570,102.8
06249,7256,52.2
06250,4741,109.9
06254,1842,38.1
06255,4560,80.5
06256,2308,111.2
06259,4465,41.8
06260,9353,183.7
06262,642,238
06263,251,577.2
06264,88,44.3
06266,538,201.6
06268,10695,168.7
06269,10124,2971.1
06277,4068,69.5
06278,4363,43.4
06279,5912,70.1
06280,2723,83.7
06281,6635,48.2
06282,1258,73.8
06320,27074,1926.3
06330,3290,69.2
06331,5074,49.6
06332,642,216.7
06333,7125,108.7
06334,2493,51.6
06335,6428,239.9
06336,106,52.9
06339,8307,119.1
06340,30764,526.8
06350,46,110.9
06351,15975,121
06353,64,279.4
06354,6326,115
06355,12432,356.6
06357,11641,459.5
06359,5341,37.8
06360,36632,537.8
06365,4666,59.1
06370,6932,121.6
06371,9687,70.2
06373,325,39.3
06374,7170,124.8
06375,3767,178.3
06376,213,219.7
06377,2898,68.6
06378,5505,98.1
06379,8856,290.6
06380,2888,1157.5
06382,11971,255.3
06384,2759,27.1
06385,15370,246
06387,481,766.7
06389,15,125.3
06390,183,22.5
06401,18787,1236.6
06403,6115,240.9
06405,27825,506.2
06409,466,197.8
06410,29138,345.6
06412,4268,96.1
06413,12958,315.5
06414,91,284.9
06415,16639,119.5
06416,13973,465.7
06417,4493,132.3
06418,12669,983.8
06419,6414,71.3
06420,4200,55.3
06422,7248,120.6
06423,5342,51.2
06424,12842,122.8
06426,3509,219.1
06437,22285,183.5
06438,2860,80.1
06441,5026,81.1
06442,2624,318
06443,18183,195.1
06444,158,217.6
06447,6394,105.9
06450,34884,1004
06451,25086,963.8
06455,3171,112
06456,304,131.3
06457,46473,448.5
06460,38973,1175.1
06461,15074,583.8
06467,287,906.6
06468,19621,288.5
06469,2904,123.2
06470,16680,166.4
06471,7676,331.1
06472,6801,161.9
06473,24278,435
06475,10118,262.6
06477,13937,313.6
06478,13022,149.5
06479,9592,547.3
06480,9362,157.2
06481,1214,274.3
06482,11173,218.9
06483,16522,439.9
06484,41155,498.6
06488,19754,197
06489,33620,445.4
06492,44841,441.7
06498,6922,170.4
06510,2586,4373.8
06511,52669,3488.9
06512,28778,1096.7
06513,39781,2078.9
06514,27175,905.1
06515,19184,1451.9
06516,54918,1995.6
06517,14445,1124.3
06518,19488,468.7
06519,15997,3793.8
06524,5504,101.8
06525,8868,184.5
06604,28436,3734.7
06605,24822,3853.1
06606,47227,3373.1
06607,8801,2590
06608,13856,5115.6
06610,23275,2870.5
06611,36174,582.4
06612,7558,107.2
06614,33585,1156.3
06615,18694,1100.4
06702,3025,2206.7
06704,25576,1225.5
06705,24861,1885.7
06706,14191,1450
06708,29709,1190
06710,11275,4193.9
06712,9736,254.3
06716,16652,315
06750,1147,75
06751,3384,72.8
06752,1716,40.1
06754,1778,20.3
06755,1050,97
06756,2849,30.6
06757,2124,25.3
06758,364,51.9
06759,5761,44
06762,7656,167.7
06763,1924,53.4
06770,31654,738.6
06776,26049,186.7
06777,1294,42.1
06778,1359,75
06779,8248,1006.2
06782,2391,122.1
06783,2093,33.3
06784,3738,61.4
06785,686,19.7
06786,9391,265.4
06787,7815,251.7
06790,34653,338.7
06791,5469,70.9
06793,1368,31.1
06794,1044,30.3
06795,13519,208.4
06796,931,10.5
06798,9617,106
06801,19551,423.2
06804,17291,321.5
06807,7390,877.7
06810,51813,922.3
06811,32388,571.7
06812,13992,262.2
06820,21759,632.6
06824,35119,650.1
06825,21999,1212.3
06830,25247,682.6
06831,14629,207.4
06840,20273,343.4
06850,18156,1039.9
06851,26671,1350.6
06853,3875,1175.6
06854,30975,2303.2
06855,8528,1282.8
06856,5,313.5
06870,7506,1230.5
06877,25092,275.4
06878,8081,1294.9
06880,28234,511.3
06883,10288,198.8
06890,4312,574.5
06896,9187,111.8
06897,18542,260.3
06901,7049,5667.6
06902,68646,2405.4
06903,14472,320.2
06905,20493,1527.4
06906,9131,2902
06907,8956,1678
07001,18307,1671.6
07002,65300,4161.2
07003,48810,3437.6
07004,7331,283.5
07005,15095,313.7
07006,25529,1021.6
07008,23682,1993.7
07009,12531,1131.2
07010,24883,9543.2
07011,40173,4630.6
07012,12181,2151.9
07013,26950,2398.8
07014,4971,1437.9
07016,23882,1811.2
07017,35731,6163.3
07018,28756,6450.1
07020,12184,4594.3
07021,2180,578.3
07022,14269,6334.3
07023,7602,2109.1
07024,37008,5392.6
07026,31697,5391.6
07027,4334,2506.1
07028,7685,2288.5
07029,18889,4727.2
07030,53211,15511.7
07031,15724,2391
07032,41523,1775.4
07033,8160,1420.5
07034,8964,2892
07035,10552,608.2
07036,43607,1490.4
07039,29698,820.8
07040,24471,2645.8
07041,7075,1994.9
07042,26029,2643.8
07043,12772,1808.9
07044,13622,1860.3
07045,10655,553.3
07046,4288,613.7
07047,61970,4518.5
07050,30324,5286.6
07052,47210,1482.8
07054,29516,824.7
07055,70199,8591.8
07057,11580,4450.8
07058,5068,694.6
07059,15783,301.9
07060,45986,3431.3
07062,12618,2699.5
07063,13666,2920.1
07064,4139,1033.3
07065,29370,2724.8
07066,15603,1335.5
07067,18079,1733.5
07068,5849,626.4
07069,5984,377.6
07070,18427,2479.7
07071,22030,1742.9
07072,6191,600.5
07073,9466,925.4
07074,2739,816.2
07075,8511,2655.4
07076,24121,1006.5
07077,2318,692.1
07078,13097,793.6
07079,16473,2210.5
07080,23854,1091.6
07081,17398,1183.5
07082,5192,344
07083,55183,2366.6
07086,14327,6140.2
07087,68484,19840.3
07088,3133,3348.6
07090,30068,1738.7
07092,6900,646.2
07093,63913,19799.9
07094,19390,1088.7
07095,19540,1851.8
07102,13382,4136
07103,32471,5934.1
07104,51250,7700.4
07105,52033,3902.5
07106,33583,8513
07107,37524,8833.5
07108,22047,6860.3
07109,36019,4186.4
07110,28428,3243.9
07111,54035,7143.6
07112,25555,5661.1
07114,12749,766
07201,27790,1529.3
07202,41235,6809
07203,21582,3083.2
07204,13568,4189.8
07205,21895,2999.7
07206,27660,6435.9
07208,31442,6794.6
07302,43770,9595.7
07304,44233,8509.4
07305,64535,4018.3
07306,52945,7469.7
07307,43055,7567.7
07310,12682,8177.6
07311,404,6087.6
07401,6762,811.9
07403,7999,460.1
07405,17620,346.8
07407,20112,2834.4
07410,33081,2441.6
07416,5432,236.1
07417,10883,434
07418,2304,185.2
07419,8820,226.3
07420,5100,766.2
07421,7357,111
07422,6377,207.8
07423,4101,904.5
07424,26948,1773
07430,26325,394.6
07432,7263,1751.9
07435,2629,62.1
07436,13009,579.1
07438,11527,162.7
07439,2396,397.5
07440,4169,1111.1
07442,11049,1476.1
07444,11117,816.2
07446,14920,1010.9
07450,25283,1676.3
07452,11826,1652
07456,12147,184.4
07457,4226,676.4
07458,11497,431.6
07460,3407,39.8
07461,18522,89.7
07462,6250,157.1
07463,9948,1815.8
07465,6824,301.5
07470,54190,888.7
07480,16400,186.5
07481,17047,978.1
07495,0,0
07501,32028,7054.6
07502,16791,6516.7
07503,18226,4683.1
07504,11498,6001.1
07505,2423,4375.7
07506,18802,2186.7
07508,22645,1700.2
07512,10828,1052.7
07513,12447,7493.4
07514,19044,7655.5
07522,20104,9812.8
07524,13239,6506.4
07601,44381,3958.9
07603,8362,4180.9
07604,12091,2993.2
07605,9111,2240.2
07606,2580,1361.3
07607,9654,2903.3
07608,107,16.8
07620,1521,111.3
07621,27372,3677.2
07624,8577,1027.8
07626,8730,1604.3
07627,4959,908.6
07628,17694,3448.2
07630,7611,1277.3
07631,28238,2133.2
07632,5450,964.3
07640,4761,981
07641,3418,670.1
07642,10395,1355
07643,10827,2780.3
07644,24498,4070.3
07645,8438,753.5
07646,16578,2763.7
07647,5412,877.9
07648,5819,794.4
07649,8134,1278.3
07650,20536,6174.1
07652,26613,974.5
07656,8804,1277.8
07657,11248,1674.8
07660,12934,2899.6
07661,11530,2395.1
07662,5613,2119.6
07663,13918,1970.5
07666,40543,2538.9
07670,14687,1202.1
07675,27044,1054.5
07676,9229,1190.4
07677,5816,655
07701,23861,989.1
07702,4088,680.6
07703,57,306.2
07704,5943,1475.8
07711,1570,738.3
07712,38443,1273.6
07716,8332,676
07717,1761,1726.9
07718,7139,1143.9
07719,21331,641.6
07720,4223,2724.3
07721,3003,1244.8
07722,10094,107.4
07723,695,250.9
07724,21105,675.2
07726,43870,506.3
07727,7479,123.6
07728,55039,446.7
07730,16991,1368.7
07731,38483,444.9
07732,4834,524.1
07733,16566,363
07734,12879,2887.5
07735,18586,1478
07737,3939,638
07738,6310,443.9
07739,5864,848.8
07740,30889,2269.2
07746,18532,553.3
07747,31146,947.9
07748,27396,809.1
07750,3211,1220.2
07751,19715,472.5
07753,37597,796.8
07755,5851,864.6
07756,3133,3479
07757,5667,832.4
07758,4113,1261
07760,8867,473.1
07762,8232,1154.6
07764,7917,1095.4
07801,25026,1003.3
07803,3560,478.2
07820,36,6.5
07821,9156,81.9
07822,723,51.9
07823,7834,115.2
07825,9489,47.8
07826,5771,45.8
07827,4078,33.1
07828,15369,383.1
07830,6888,104.8
07832,3633,32.1
07833,149,136.9
07834,17852,556.1
07836,11725,303.6
07838,3161,55.4
07840,29825,328.7
07842,93,38.4
07843,11451,1173
07846,35,250.5
07847,1731,299.6
07848,5059,81.6
07849,8915,475
07850,5704,775
07851,65,6.9
07852,4084,458.2
07853,12926,151.5
07856,5028,435.8
07857,3237,1155.6
07860,25425,100.6
07863,3830,70.6
07865,2024,61.9
07866,22831,384.9
07869,25820,486
07870,28,43.2
07871,20255,216
07874,8281,273.3
07876,10400,712.6
07878,803,1317.1
07880,263,337.4
07881,6,0.3
07882,14468,176.3
07885,10052,258.3
07901,23335,1388.9
07920,27017,440
07921,7651,154.4
07922,12404,850.4
07924,7591,241.4
07926,11,175.1
07927,3879,681.3
07928,18956,855.5
07930,8359,130.1
07931,3174,61.4
07932,9899,556.6
07933,3231,254.1
07934,1603,160.4
07935,420,52.6
07936,11116,545.9
07939,212,214.3
07940,17156,1434.5
07945,8999,196.5
07946,3175,294.1
07950,19148,833
07960,44907,482.4
07961,0,37.9
07970,178,185.3
07974,12407,1137.3
07976,653,41.1
07977,634,173.5
07979,440,94.8
07980,2253,327.8
07981,8989,508.7
08001,977,133.8
08002,22651,1195.3
08003,29849,1068.3
08004,12248,382.7
08005,24013,183.6
08006,344,269.2
08007,5020,1578.1
08008,6921,247.2
08009,13097,362.7
08010,11115,1160.5
08011,20,97.4
08012,38407,1011.1
08014,548,67
08015,19585,167.3
08016,33406,568.7
08019,1115,6
08020,2742,197
08021,44245,1334.6
08022,8905,154.6
08023,312,173.4
08026,2217,407.7
08027,4839,255.4
08028,20919,505.6
08029,4435,1784.2
08030,13269,1948.8
08031,11415,1478.9
08033,16010,1611
08034,18444,1182.8
08035,7680,1847.9
08036,5915,374.8
08037,23800,80.4
08038,83,2.8
08039,131,51.4
08041,978,34
08042,213,118
08043,29223,980.2
08045,2806,863
08046,31525,1663.7
08048,12227,366.6
08049,5491,1641
08050,24930,307.9
08051,10409,1108.6
08052,18729,1932.1
08053,45193,603.1
08054,41518,744.2
08055,27355,262.7
08056,4755,198.8
08057,20705,533
08059,5612,1761.4
08060,24364,429.8
08061,2943,740.2
08062,16312,200.2
08063,3072,1169.9
08064,192,93.8
08065,7223,1535.4
08066,8563,658.6
08067,1591,32.9
08068,7181,112
08069,12558,299.3
08070,12392,246.2
08071,9433,1110.5
08072,333,381.2
08073,203,818
08074,15,65.4
08075,28731,1123.3
08077,19197,872.6
08078,8317,1612.5
08079,10103,46.6
08080,36988,500
08081,49836,730.4
08083,9728,1458.2
08084,6950,1740.4
08085,20731,156.4
08086,8006,407.1
08087,24953,186.4
08088,23864,68.6
08089,4195,85.8
08090,8020,1258.9
08091,5487,618.9
08092,3476,61.2
08093,9045,805.8
08094,40337,292.1
08095,36,45
08096,35686,922.9
08097,3213,922.5
08098,9145,62.3
08102,7790,3070.5
08103,14224,2725.5
08104,22441,2975.6
08105,28534,4331.7
08106,9593,2322
08107,12935,2952.1
08108,18252,2546.9
08109,22385,1777.3
08110,18598,1142.7
08201,9908,677.8
08202,1495,87.9
08203,8966,555.5
08204,18608,357.9
08205,27630,260.9
08210,16413,96.4
08212,188,134.9
08215,13528,44.8
08217,25,583.7
08221,6826,712.2
08223,4185,123
08224,538,46.9
08225,8344,537
08226,11202,675.5
08230,5342,171.9
08232,19403,1271.5
08234,42081,270.9
08240,2293,582.6
08241,1153,57.7
08242,3241,245.5
08243,1955,370.3
08244,10521,724.5
08246,87,109.5
08247,984,71.5
08248,242,110.1
08251,9378,633.4
08260,12737,327.5
08270,8296,28.4
08302,45352,126.3
08310,1270,57.1
08311,2252,28.8
08312,8261,523.3
08314,3020,74.1
08316,384,41
08317,1579,72
08318,12219,61.6
08319,1159,34.3
08320,1091,1148.4
08321,147,10.2
08322,10859,141.8
08323,613,17.4
08324,282,23.9
08326,1498,197.2
08327,3087,222.6
08328,1239,248.8
08329,248,37.4
08330,27809,90.5
08332,36119,133.9
08340,1251,28.7
08341,2305,353.4
08343,5288,58.3
08344,4818,91.6
08345,566,15.4
08346,695,86
08348,188,73.2
08349,1658,22.3
08350,629,79.7
08352,615,588.1
08353,374,165.6
08360,42197,390.6
08361,18730,220.9
08401,38372,1433.8
08402,6076,1731.3
08403,967,182.6
08406,10232,2067.8
08501,6220,93.9
08502,11203,342.5
08505,18078,324.3
08510,5753,105.4
08511,867,121.2
08512,11080,183.8
08514,5046,65.9
08515,6396,85.1
08518,5414,1014.4
08520,27093,613.3
08525,4788,82.9
08527,56261,246.6
08528,86,191.5
08530,7458,122.7
08533,6604,144.1
08534,13167,227.7
08535,4711,116.2
08536,19793,1061.3
08540,48968,350.4
08542,5927,3867.7
08550,19246,403.9
08551,5157,79.2
08553,598,431.1
08554,3947,1395.9
08555,802,200.4
08558,7598,153.5
08559,5110,48.1
08560,3623,103.9
08561,320,72.6
08562,4460,120.6
08608,893,1195.2
08609,12759,3829.6
08610,30493,1524.5
08611,26608,4114.9
08618,39731,2431.6
08619,21013,878.5
08620,12052,633.1
08628,9315,501
08629,14108,5979.3
08638,22294,1532.3
08640,7753,139
08641,4478,270.1
08648,31725,744.7
08690,18676,1023.1
08691,16033,223.2
08701,100763,1456.4
08720,770,232.5
08721,20873,510
08722,11210,1530.1
08723,32944,1012.6
08724,40924,1198.7
08730,4709,1049.5
08731,19956,161.6
08732,1357,1058.1
08733,2713,291.5
08734,8624,515.6
08735,3874,692.8
08736,12991,1050.1
08738,1164,406.1
08740,1733,1753.7
08741,2640,1185.8
08742,24292,1680.7
08750,3117,720
08751,4379,1240
08752,2204,168
08753,63026,1064.9
08755,25835,609.7
08757,33999,497.6
08758,7674,217.3
08759,32803,199.3
08801,8990,202.6
08802,4035,65.7
08804,2540,87.1
08805,11974,1668.7
08807,38748,573.5
08808,142,831.9
08809,6013,386.1
08810,9049,447.1
08812,14422,1048.8
08816,46660,868.2
08817,44823,1605
08820,38796,1474.9
08821,377,456.9
08822,31119,183.8
08823,9301,995.2
08824,12301,1201.2
08825,4327,62.4
08826,5361,108.8
08827,4085,95.1
08828,2283,1015.2
08829,3558,583.8
08830,17940,2244.6
08831,50174,350
08832,2706,757.2
08833,8412,101.7
08835,10283,1689.5
08836,3766,316.8
08837,17208,677.1
08840,16392,1985.2
08844,39520,269.1
08846,13659,1509.5
08848,8355,97.6
08850,8488,1301.8
08852,18052,473.9
08853,5243,188.1
08854,56931,1149.4
08857,40335,632.3
08858,147,20.3
08859,22312,1843.8
08861,53879,3985.6
08863,12570,1866.1
08865,28846,268.1
08867,5097,66.8
08869,7797,1332.5
08872,20324,810.5
08873,53686,596.8
08876,22059,563.4
08879,22733,1259.6
08880,4550,2725.8
08882,16024,2226.6
08884,8293,1372.2
08886,7285,180.7
08887,1004,612.9
08889,9562,156
08890,15,37.4
08901,57659,3343.3
08902,41135,1167.9
08904,13992,2964.4
10001,22924,13259.3
10002,74993,35781.9
10003,54682,37524.3
10004,3028,2214.8
10005,8831,37900.9
10006,3454,12458.3
10007,7023,16915
10009,57925,38399.1
10010,33730,32205.4
10011,50472,29744
10012,23411,28771
10013,28709,19437.4
10014,30738,22447.1
10016,51057,39315.3
10017,15801,20189.9
10018,9687,6252.9
10019,43703,23754.2
10020,0,0
10021,46215,44214.6
10022,31125,28833.9
10023,62435,48060.9
10024,59001,26672.3
10025,92805,48594.3
10026,39363,39504.2
10027,64548,26528.8
10028,47793,55636
10029,79597,36151.2
10030,29882,37367.3
10031,60254,33563.2
10032,64264,33808.6
10033,59607,34923.5
10034,42910,13778
10035,35743,9207.8
10036,27428,21721.3
10037,21139,26126.3
10038,22800,26251.9
10039,27726,21653.6
10040,44571,42392.8
10044,11682,19569.2
10065,28109,32772.8
10069,5085,20875.8
10075,21556,54746.3
10103,0,121.1
10110,0,0
10111,0,0
10112,0,0
10115,0,0
10119,0,2159
10128,59256,50118.8
10152,0,0
10153,0,0
10154,0,0
10162,1584,56520.9
10165,0,153.2
10167,0,0
10168,0,0
10169,0,0
10170,0,80.3
10171,0,0
10172,0,0
10173,0,162.6
10174,0,0
10177,0,0
10199,148,137.6
10271,0,0
10278,0,0
10279,43,0
10280,9384,26417.5
10282,5593,26893.9
10301,38733,4321.4
10302,18204,6199.2
10303,25947,3234.7
10304,41064,4369.7
10305,42298,4051.5
10306,53142,2887.9
10307,15232,2958.8
10308,30186,5364.6
10309,33531,1886.3
10310,23262,5368.7
10311,0,0
10312,61741,3020.2
10314,90761,2413.4
10451,47798,17151.2
10452,76078,29444.3
10453,79606,33006.7
10454,38203,13755
10455,42283,21476.4
10456,94218,32836.8
10457,74554,25699.2
10458,83960,30530.3
10459,48351,22269.8
10460,59505,16860.9
10461,50348,8143.1
10462,76756,19848.6
10463,71360,18097.1
10464,4434,504.2
10465,44205,4799.6
10466,72479,13002.9
10467,103732,16045.2
10468,78647,27442.2
10469,73870,10404
10470,15432,4129.4
10471,21896,3441.8
10472,68796,24312.8
10473,59609,10563.9
10474,12127,3100.2
10475,43208,9189.1
10501,1394,336.3
10502,5567,999.2
10503,173,2805.4
10504,8254,188.8
10505,925,504
10506,5693,136.7
10507,7068,338.6
10509,19461,208.6
10510,10381,389.1
10511,2158,591.2
10512,24716,181.1
10514,12389,359.6
10516,5542,64.8
10517,420,634
10518,1231,142
10519,220,164
10520,13152,359.3
10522,11027,1728.5
10523,9077,795.1
10524,4227,82.1
10526,1572,212.1
10527,774,143.4
10528,13128,1239.1
10530,12791,1271.4
10532,4968,1001.5
10533,7551,795.2
10535,427,441.9
10536,10853,161.8
10537,2106,866.2
10538,16545,1782.7
10541,26656,408.6
10543,20715,1902.9
10545,129,432.3
10546,1496,439
10547,7737,584
10548,3817,574.7
10549,16465,334.8
10550,37817,7227.1
10552,19569,4609.1
10553,10429,5670.5
10560,4825,87.7
10562,31772,889.9
